TABLE 16A.—UPDATED PROXY HOSPITAL VALUE-BASED PURCHASING (VBP) PROGRAM ADJUSTMENT FACTORS FOR FY 2019*					
CMS Certification Number (CCN)	Proxy FY 2019 Hospital VBP Adjustment Factor				
050107	1.0069818380				
050108	0.9975798057				
050110	1.0052520566				
050112	1.0056612892				
050113	0.9898215816				
050115	0.9966306613				
050116	0.9944847695				
050118	1.0020504136				
050121	0.9989072324				
050122	0.9982951030				
050124	0.9968988978				
050125	1.0028138559				
050126	1.0050904270				
050127	0.9987284081				
050128	0.9943540902				
050129	0.9936800601				
050131	1.0031096038				
050132	1.0051316941				
050133	0.9924145342				
050136	1.0022911386				
050137	1.0186810749				
050138	1.0023943065				
050139	1.0092721648				
050140	1.0041550382				
050145	1.0060670828				
050149	1.0021191922				
050150	1.0044576640				
050152	0.9983913930				
050153	0.9951587996				
050158	1.0054847575				
050159	0.9956264940				
050167	0.9948149067				
050168	0.9999664225				
050169	1.0065278993				
050174	0.9966169056				
050179	1.0010600020				
050180	1.0000145676				
050189	1.0121608652				
050191	0.9963830584				
050192	1.0143434389				
050194	0.9998357432				
050195	1.0071881737				
050197	1.0073463645				
050204	0.9967063177				
050211	0.9989932056				
050222	1.0051935948				
050224	1.0009637120				
050225	1.0109090950				
050226	1.0019334900				
050228	0.9967682185				
050230	1.0030133138				
050231	0.9925314578				
050232	1.0066241893				
050234	1.0119682852				
050235	0.9910045732				
050236	1.0008467884				
050238	1.0053792970				
050239	1.0018991007				
050242	0.9943059452				
050243	0.9907913596				
050245	0.9956196161				
050248	0.9932054879				
050261	0.9902067417				
050262	1.0088663711				
050272	1.0023048944				
050278	1.0006404527				
050279	1.0029651687				
050280	0.9911833975				
050281	1.0040243589				
050283	0.9993267817				
050289	0.9977655079				
050290	1.0044782976				
050291	1.0078759595				
050292	1.0006404527				
050295	0.9962317455				
050296	1.0065760443				
050298	1.0032058938				
050300	0.9995812625				
050301	1.0053242741				
050305	0.9909908175				
050308	1.0008192770				
050309	1.0028344894				
050313	1.0009430784				
050315	0.9918299162				
050320	0.9918299162				
050324	0.9994024382				
050327	0.9946842274				
050329	0.9959566312				
050334	0.9948355403				
050335	1.0072500744				
050336	1.0004685062				
050342	1.0017133985				
050348	0.9971121114				
050350	1.0032402831				
050351	1.0036185653				
050352	1.0162531909				
050353	1.0033984738				
050357	1.0038799239				
050359	0.9907122642				
050360	0.9972840578				
050367	0.9952894789				
050373	0.9998082318				
050376	0.9948355403				
050378	1.0003653383				
050380	0.9926415035				
050382	0.9982332023				
050390	0.9882603078				
050393	1.0001108576				
050394	0.9996362853				
050396	1.0056200220				
050407	1.0151779524				
050411	1.0106752479				
050414	1.0035910538				
050417	1.0069852769				
050424	1.0079722496				
050425	1.0082450713				
050426	0.9939620523				
050438	1.0035016417				
050441	1.0004616283				
050444	1.0028551230				
050454	1.0038799239				
050455	0.9971946457				
050457	1.0005097733				
050464	0.9933774343				
050468	1.0036391989				
050471	0.9997600868				
050481	0.9994505832				
050485	0.9967544627				
050488	0.9954476697				
050492	0.9934187015				
050496	1.0014245285				
050498	0.9957915626				
050502	1.0019541236				
050503	0.9999113997				
050506	0.9963830584				
050510	1.0104276450				
050512	1.0148569857				
050515	1.0121608652				
050516	1.0004547505				
050517	0.9962798905				
050523	1.0004409948				
050526	0.9969229703				
050528	1.0086462797				
050534	0.9940583423				
050537	1.0085981347				
050541	1.0052554955				
050549	0.9935356251				
050551	0.9959772647				
050557	1.0008674220				
050561	0.9982951030				
050567	1.0064866322				
050568	1.0020744861				
050570	0.9928753507				
050573	0.9980543779				
050580	1.0057094342				
050581	0.9922288320				
050586	1.0134126355				
050588	1.0046983890				
050589	0.9966822452				
050590	1.0039555803				
050597	1.0022911386				
050599	1.0028069780				
050603	0.9943128230				
050604	1.0042238168				
050608	1.0037836339				
050609	1.0149945429				
050616	1.0019541236				
050624	1.0027244437				
050625	1.0055030984				
050633	0.9966341002				
050636	0.9945741817				
050641	1.0021948486				
050674	1.0102075535				
050677	1.0152146343				
050678	1.0005028955				
050684	1.0015689635				
050686	1.0040174811				
050688	0.9926139921				
050689	1.0012319485				
050690	1.0150220543				
050696	0.9934164089				
050701	0.9972771800				
050704	1.0003653383				
050709	1.0159643209				
050710	1.0127661168				
050714	1.0178098795				
050723	1.0156273058				
050724	0.9977414354				
050727	0.9923251220				
050735	1.0020985586				
050736	0.9918918169				
050737	1.0039762139				
050739	1.0015414521				
050740	1.0049391141				
050742	0.9968026077				
050744	0.9909770618				
050746	0.9963486691				
050747	0.9865477211				
050748	1.0136739941				
050755	1.0059983042				
050757	0.9999801783				
050758	0.9982951030				
050760	1.0146644057				
050761	1.0016377421				
050763	0.9936731822				
050764	0.9944435024				
050765	1.0120324786				
050767	1.0115281023				
050770	1.0047327783				
050771	1.0014004560				
050772	1.0115831252				
050773	1.0014245285				
050775	1.0050354041				
050776	0.9914585119				
050777	1.0080616617				
050779	1.0067686244				
060001	1.0022705051				
060003	1.0004616283				
060004	1.0062871743				
060006	1.0062871743				
060008	1.0085981347				
060009	1.0038317789				
060010	1.0056200220				
060011	0.9968576306				
060012	1.0003584605				
060013	1.0075389445				
060014	0.9981919351				
060015	0.9956471276				
060016	1.0004375558				
060020	1.0032196495				
060022	0.9973046914				
060023	0.9962111119				
060024	1.0007780098				
060027	1.0030133138				
060028	1.0011494142				
060030	0.9933361672				
060031	0.9953101125				
060032	1.0042169390				
060034	0.9903511767				
060044	1.0010875134				
060049	1.0182271362				
060054	0.9932880222				
060064	1.0085499897				
060065	0.9993749267				
060075	1.0015689635				
060076	1.0026762987				
060096	1.0123534453				
060100	1.0050629155				
060103	0.9984154655				
060104	1.0045058090				
060112	1.0043751297				
060113	0.9954064025				
060114	1.0081441960				
060116	1.0043201068				
060118	1.0223676069				
060119	1.0017477878				
060125	0.9945879374				
060126	1.0156273058				
070002	1.0032265274				
070003	1.0004134833				
070004	1.0137015055				
070005	0.9903511767				
070006	0.9953582575				
070007	1.0011219027				
070008	1.0040243589				
070010	1.0029514130				
070011	0.9950212425				
070012	1.0003171933				
070016	0.9945329145				
070017	0.9975591722				
070018	1.0009843456				
070019	1.0076833795				
070020	1.0012113149				
070021	1.0065760443				
070022	0.9977311186				
070024	1.0064935100				
070025	0.9929578850				
070027	0.9991685910				
070028	0.9916098248				
070029	1.0055649992				
070031	1.0022567493				
070033	0.9997325754				
070034	0.9989484995				
070035	0.9969126535				
070036	0.9992717589				
080001	0.9998976440				
080003	1.0027244437				
080004	1.0014107728				
080006	1.0042650840				
080007	1.0011769256				
080009	1.0002690483				
090001	0.9917473819				
090003	0.9975729279				
090004	0.9943265788				
090005	0.9984670494				
090006	0.9951037768				
090008	0.9941271209				
090011	0.9920637634				
100001	0.9975041493				
100002	0.9954820590				
100006	0.9952688453				
100007	1.0052761291				
100008	0.9954614254				
100009	0.9969951878				
100012	0.9931298314				
100014	0.9875106212				
100017	0.9885147885				
100018	0.9929441293				
100019	0.9967682185				
100022	0.9929578850				
100023	0.9943540902				
100025	0.9952275782				
100026	0.9962455012				
100028	0.9944091131				
100029	0.9987008966				
100030	0.9939482966				
100032	0.9926552592				
100034	1.0005716741				
100035	0.9896840244				
100038	1.0035979317				
100039	0.9942715559				
100040	0.9991685910				
100043	1.0095128898				
100044	0.9930266636				
100045	1.0082404860				
100046	1.0008880556				
100047	0.9918436719				
100048	1.0050354041				
100049	0.9915066569				
100050	0.9961285776				
100051	1.0026419094				
100052	0.9956264940				
100053	0.9990929345				
100054	1.0124015903				
100055	1.0061152278				
100057	0.9999045218				
100062	0.9949799753				
100063	0.9988246981				
100067	0.9981025230				
100068	0.9990035224				
100069	0.9984876830				
100070	0.9939620523				
100071	0.9899797723				
100072	0.9959359976				
100073	0.9962592569				
100075	1.0029720466				
100077	0.9971533785				
100080	0.9932123657				
100084	0.9896909023				
100086	0.9968026077				
100087	1.0028895123				
100088	1.0068855480				
100090	0.9972084014				
100092	0.9953032346				
100093	0.9999526668				
100099	0.9956471276				
100102	1.0061427393				
100105	0.9950212425				
100106	0.9919399619				
100107	1.0056612892				
100109	0.9970089435				
100110	0.9984464159				
100113	0.9982538358				
100117	1.0041825497				
100118	0.9954545475				
100121	0.9992820756				
100122	0.9999664225				
100124	0.9994505832				
100125	0.9996706746				
100126	1.0018096886				
100127	1.0019747572				
100128	1.0012800935				
100130	0.9996431632				
100131	0.9963693027				
100132	1.0046502440				
100135	0.9956883947				
100137	0.9922976106				
100140	1.0038558514				
100142	1.0039039964				
100150	0.9901585967				
100151	1.0118238502				
100154	1.0006679641				
100156	1.0027725887				
100157	0.9919193284				
100161	0.9968920199				
100166	0.9968988978				
100167	1.0017615436				
100168	0.9959291197				
100173	0.9951381660				
100175	1.0022429936				
100176	1.0036391989				
100177	1.0035429088				
100179	1.0000352011				
100180	0.9965756384				
100181	1.0006542084				
100183	1.0036391989				
100187	0.9905093674				
100189	0.9977036072				
100191	0.9976417064				
100200	0.9938176173				
100204	0.9935356251				
100206	0.9996431632				
100209	0.9991548353				
100211	0.9966100277				
100212	0.9903511767				
100213	0.9917955269				
100217	1.0005097733				
100220	0.9962455012				
100223	0.9913484661				
100224	1.0001246133				
100226	0.9989347438				
100228	0.9991135681				
100230	1.0054205641				
100231	0.9979512101				
100232	1.0036873439				
100236	0.9938657623				
100238	0.9986321180				
100242	0.9946292045				
100243	0.9987146523				
100244	0.9946842274				
100246	0.9945810595				
100248	0.9903511767				
100249	0.9936250372				
100252	1.0068649144				
100253	1.0045745876				
100254	0.9994780946				
100255	1.0059020142				
100256	0.9948286624				
100258	0.9937694722				
100259	0.9961767226				
100260	0.9939689301				
100264	0.9982813473				
100265	1.0007298648				
100266	1.0115590526				
100267	1.0017615436				
100268	1.0002209033				
100269	0.9977104850				
100275	0.9945810595				
100276	1.0023874287				
100281	1.0023943065				
100284	1.0010393684				
100285	1.0088870047				
100286	1.0004134833				
100287	0.9960873105				
100288	0.9927102821				
100289	1.0073463645				
100290	0.9929028621				
100291	1.0033503288				
100292	1.0025800087				
100296	0.9980543779				
100299	0.9997394532				
100302	0.9935287472				
100307	0.9966375391				
100313	1.0067686244				
100314	1.0123672010				
100315	1.0064797543				
100316	1.0057575792				
100319	1.0118582395				
100320	1.0072982195				
100321	1.0157717408				
110001	1.0077315245				
110002	0.9941064873				
110003	1.0024218179				
110005	1.0009843456				
110006	0.9981506680				
110007	0.9923388777				
110008	1.0005854298				
110010	1.0046020990				
110011	1.0025043522				
110015	1.0073945095				
110016	1.0038730460				
110018	0.9919399619				
110023	1.0140110091				
110024	1.0009430784				
110025	0.9955164482				
110026	1.0046502440				
110027	0.9933361672				
110028	0.9934668465				
110029	1.0021260700				
110030	1.0014451621				
110031	0.9903993217				
110032	1.0045539540				
110034	0.9942371666				
110035	0.9986458738				
110036	0.9904887339				
110038	0.9992029803				
110039	1.0014245285				
110041	0.9987765531				
110042	1.0087907147				
110043	0.9971877678				
110044	1.0016652535				
110045	1.0042650840				
110046	0.9964415202				
110051	1.0133644904				
110054	0.9959222419				
110064	0.9927171599				
110069	1.0063559529				
110071	0.9938657623				
110073	1.0075870895				
110074	1.0081098067				
110075	0.9931023200				
110076	0.9901792302				
110078	1.0015552078				
110079	1.0000214454				
110082	1.0019059786				
110083	1.0049459919				
110086	1.0129311854				
110087	0.9958190740				
110089	1.0032540388				
110091	0.9973597143				
110092	1.0054205641				
110095	1.0062940521				
110104	1.0040243589				
110105	1.0010875134				
110107	0.9955233261				
110109	1.0027244437				
110115	0.9959084862				
110121	1.0194789064				
110122	1.0002552926				
110124	0.9976932904				
110125	1.0046983890				
110128	1.0024355737				
110129	0.9931298314				
110132	1.0189974564				
110135	1.0032540388				
110142	1.0123534453				
110143	0.9955508375				
110146	1.0027244437				
110150	1.0081648296				
110153	1.0094647448				
110161	0.9974284928				
110164	0.9973046914				
110165	0.9978617979				
110168	1.0016652535				
110177	0.9974422486				
110184	1.0057988464				
110189	1.0067204794				
110191	0.9907776039				
110192	0.9961973562				
110194	1.0091277298				
110198	0.9910252068				
110200	1.0111337717				
110201	0.9990172781				
110215	0.9975866836				
110225	1.0054205641				
110226	1.0002690483				
110229	1.0014520399				
110230	1.0092033862				
110233	0.9997394532				
120001	0.9989897667				
120002	1.0086256461				
120004	1.0153384358				
120005	1.0052211063				
120006	1.0153384358				
120007	0.9907363368				
120011	1.0170579003				
120014	1.0142070281				
120019	1.0032540388				
120022	1.0113905451				
120026	1.0086944247				
130002	1.0065622886				
130003	0.9964655927				
130006	1.0074151430				
130007	1.0033159395				
130013	1.0147125507				
130014	1.0055168542				
130018	0.9987421638				
130025	0.9969470428				
130028	1.0036942217				
130049	1.0014107728				
130065	1.0039762139				
140001	0.9983432480				
140002	0.9997394532				
140007	0.9955783490				
140008	0.9996981861				
140010	1.0044370304				
140011	1.0022911386				
140012	1.0075148720				
140013	0.9962730127				
140015	1.0004272390				
140018	0.9937350830				
140029	0.9987146523				
140030	1.0050010148				
140032	1.0029170237				
140034	1.0141107381				
140040	0.9959841426				
140043	1.0014726735				
140046	0.9990447895				
140048	1.0047121447				
140049	1.0034947638				
140052	1.0009190059				
140053	0.9975247829				
140054	0.9910252068				
140058	1.0079481771				
140059	0.9987444564				
140062	1.0071537844				
140063	0.9998357432				
140064	1.0031096038				
140065	1.0088182261				
140067	0.9963280355				
140068	1.0001486858				
140077	1.0019541236				
140080	0.9971396228				
140082	0.9975247829				
140084	0.9958259519				
140088	0.9992236139				
140089	0.9957434176				
140091	1.0008742998				
140093	1.0007504984				
140095	1.0025800087				
140100	1.0067686244				
140101	0.9988246981				
140103	1.0030614588				
140110	1.0014726735				
140113	0.9994918503				
140114	1.0042306947				
140115	0.9942509223				
140116	1.0024218179				
140117	1.0004203612				
140118	0.9980199887				
140119	1.0067755022				
140120	0.9996913082				
140122	1.0090727069				
140124	1.0126973382				
140125	0.9979099429				
140127	1.0067548687				
140130	1.0077452802				
140133	1.0022911386				
140135	1.0041550382				
140137	1.0133644904				
140143	1.0023392836				
140145	1.0117757052				
140147	1.0031096038				
140148	0.9935356251				
140150	0.9959841426				
140155	1.0020504136				
140158	1.0007161091				
140160	0.9956471276				
140161	1.0024355737				
140162	1.0048909691				
140164	1.0043544961				
140166	1.0030133138				
140172	0.9943884795				
140174	0.9968163635				
140176	0.9990172781				
140177	1.0045539540				
140179	0.9988109424				
140180	1.0011081470				
140181	0.9953101125				
140182	1.0009086891				
140184	0.9998598157				
140185	1.0067686244				
140186	1.0054274420				
140187	1.0053517856				
140189	1.0059157699				
140191	1.0012663378				
140200	1.0026075201				
140202	0.9966031499				
140206	1.0000283233				
140208	0.9993061482				
140209	0.9985564616				
140210	1.0028688787				
140211	1.0025181080				
140213	1.0055306099				
140217	0.9995950182				
140223	1.0018715893				
140224	1.0082817532				
140228	0.9997600868				
140231	1.0085775011				
140233	0.9950281203				
140234	1.0077315245				
140239	0.9922976106				
140240	0.9984876830				
140242	1.0013626278				
140250	0.9992855146				
140251	1.0001246133				
140252	0.9947254945				
140258	1.0020297800				
140275	0.9988246981				
140276	1.0004960176				
140280	0.9955026925				
140281	1.0075251888				
140286	0.9950143646				
140288	1.0051729613				
140289	0.9935012358				
140290	1.0034466188				
140291	1.0005028955				
140292	1.0017615436				
140294	0.9981025230				
140304	1.0029858023				
150001	1.0054205641				
150002	1.0001796361				
150005	1.0052761291				
150006	1.0034466188				
150007	1.0001246133				
150008	1.0049116026				
150009	0.9940239530				
150010	1.0009774677				
150011	1.0018096886				
150012	0.9963417912				
150015	0.9945604259				
150017	0.9943472123				
150018	1.0029858023				
150021	0.9959428755				
150022	1.0034947638				
150023	1.0020710472				
150024	1.0039418246				
150026	1.0006542084				
150030	1.0100424849				
150034	1.0084193104				
150035	1.0014589178				
150037	1.0089110772				
150042	1.0042444504				
150044	0.9995056060				
150045	1.0081648296				
150046	0.9985358280				
150047	1.0005097733				
150048	1.0063903422				
150051	0.9998632547				
150056	0.9988728431				
150057	1.0070815669				
150058	0.9990929345				
150059	0.9999801783				
150061	1.0017615436				
150064	0.9936731822				
150065	1.0146162606				
150069	1.0121608652				
150072	1.0003653383				
150074	0.9984326602				
150075	1.0080685396				
150076	1.0030614588				
150082	0.9955026925				
150084	0.9943128230				
150086	0.9920843970				
150088	0.9979580879				
150089	1.0031164816				
150090	0.9948424181				
150091	1.0123053003				
150097	1.0082129746				
150100	1.0000627126				
150101	1.0141829556				
150102	1.0108128050				
150104	1.0083092646				
150109	0.9991548353				
150112	1.0007642541				
150113	1.0046433662				
150115	1.0115590526				
150125	1.0012319485				
150126	0.9952413339				
150128	0.9938176173				
150133	1.0010393684				
150146	1.0025800087				
150149	1.0054205641				
150150	0.9919881070				
150153	1.0083814821				
150157	1.0012319485				
150158	1.0102832099				
150161	1.0054205641				
150162	0.9964724705				
150165	0.9946601549				
150169	0.9910802297				
150173	0.9953995247				
150175	1.0026762987				
150176	0.9909048443				
150181	1.0183234263				
160001	1.0108609500				
160005	1.0080203946				
160008	0.9863551410				
160013	1.0038799239				
160016	1.0024355737				
160024	1.0105445686				
160028	1.0122915446				
160029	1.0141348106				
160030	0.9990654231				
160033	0.9977379965				
160040	0.9911696418				
160045	1.0046777555				
160047	1.0035910538				
160057	1.0066998458				
160058	0.9956402497				
160064	0.9970845999				
160069	1.0125872925				
160079	1.0124841246				
160080	1.0020985586				
160082	0.9968920199				
160083	0.9951106546				
160089	1.0056131442				
160104	1.0128830404				
160110	1.0033572067				
160112	1.0073704370				
160117	1.0072741470				
160122	1.0138459405				
160124	1.0123534453				
160146	0.9995606289				
160147	1.0166383510				
160153	0.9930748086				
170006	1.0009912234				
170009	1.0167827860				
170012	0.9970433328				
170013	0.9994987282				
170014	1.0128348954				
170016	0.9969883099				
170017	0.9987284081				
170020	0.9981025230				
170023	1.0046502440				
170027	1.0145199706				
170040	1.0047602898				
170049	0.9993199039				
170058	1.0065760443				
170068	0.9976210729				
170074	1.0020022686				
170086	0.9967682185				
170094	1.0241008272				
170103	1.0098017599				
170104	1.0053792970				
170105	1.0050835491				
170109	1.0167827860				
170120	1.0071056394				
170122	0.9973459585				
170123	0.9964174477				
170133	1.0007986434				
170137	1.0075389445				
170142	1.0011115859				
170145	0.9987284081				
170146	1.0080891732				
170150	1.0030614588				
170175	1.0121127202				
170176	1.0010737577				
170182	0.9949662196				
170185	1.0074907995				
170186	1.0153143633				
170191	1.0005097733				
170197	1.0046502440				
170200	1.0011838035				
180001	0.9922769770				
180002	1.0146162606				
180004	0.9996431632				
180005	0.9952619675				
180009	0.9984395380				
180010	0.9954064025				
180011	1.0064797543				
180012	1.0048909691				
180013	0.9958465854				
180017	0.9953582575				
180018	1.0020985586				
180019	1.0109331675				
180020	1.0086222072				
180021	1.0156273058				
180024	1.0065760443				
180025	1.0108128050				
180027	1.0020022686				
180035	0.9997600868				
180036	1.0045539540				
180038	0.9910183289				
180040	0.9951656775				
180043	1.0160124659				
180044	1.0020504136				
180045	1.0016652535				
180048	1.0015070628				
180049	1.0055890717				
180050	1.0077796695				
180051	0.9997119418				
180053	1.0088870047				
180056	0.9921806870				
180064	1.0017133985				
180066	1.0108128050				
180067	0.9968301192				
180069	1.0137977955				
180070	1.0079241046				
180078	1.0131719104				
180079	1.0085018447				
180080	0.9999526668				
180087	0.9989209881				
180088	0.9940927316				
180092	1.0102350649				
180093	0.9945466702				
180101	1.0038317789				
180102	0.9995537510				
180103	0.9986802630				
180104	0.9920018627				
180105	0.9911696418				
180106	0.9938657623				
180116	1.0006542084				
180124	1.0023392836				
180127	0.9984395380				
180128	1.0053724191				
180130	0.9942853116				
180132	0.9957915626				
180138	1.0116312702				
180139	1.0004134833				
180141	0.9905987796				
180143	1.0011562920				
190002	1.0011906813				
190004	1.0053930527				
190005	0.9995789699				
190006	1.0058057242				
190007	1.0149532757				
190008	1.0037767560				
190011	0.9959291197				
190013	1.0086462797				
190014	1.0053724191				
190015	0.9944022352				
190017	0.9956471276				
190019	0.9939895637				
190020	1.0047946790				
190025	1.0000283233				
190026	0.9950900210				
190027	0.9940583423				
190034	1.0067926969				
190036	0.9994024382				
190039	0.9939758080				
190040	1.0032334052				
190041	1.0004753841				
190044	1.0020985586				
190045	1.0056475335				
190046	1.0003653383				
190050	1.0079722496				
190053	1.0021707761				
190054	0.9966581727				
190060	0.9999457890				
190064	0.9944916474				
190065	0.9957571733				
190079	0.9990654231				
190081	0.9982951030				
190086	0.9915066569				
190088	1.0144718256				
190090	1.0067686244				
190098	0.9933911900				
190099	0.9929028621				
190102	0.9963211577				
190111	0.9992442474				
190114	0.9944435024				
190116	1.0005097733				
190118	0.9988728431				
190125	1.0014107728				
190128	0.9996431632				
190144	1.0047224615				
190146	1.0048565798				
190151	0.9990654231				
190160	1.0021398258				
190164	1.0026040812				
190167	1.0041687939				
190176	1.0000352011				
190177	1.0044163968				
190183	1.0090314397				
190184	1.0102350649				
190190	1.0304559682				
190201	1.0010875134				
190202	0.9999939340				
190204	0.9982469580				
190205	1.0077957179				
190236	0.9970502106				
190242	0.9984395380				
190263	1.0029170237				
190274	0.9979787215				
190308	1.0036391989				
190312	1.0088870047				
200001	1.0047465340				
200008	1.0087425697				
200009	0.9957640511				
200018	1.0135089255				
200019	0.9987008966				
200020	1.0125941703				
200021	1.0020985586				
200024	0.9929991521				
200031	1.0150014207				
200033	0.9923319999				
200034	0.9988246981				
200037	1.0072500744				
200039	1.0020229022				
200041	1.0068167694				
200050	1.0127386053				
200052	1.0259624342				
200063	1.0028688787				
220001	1.0019403679				
220002	1.0033365731				
220008	0.9928409614				
220010	0.9999320333				
220011	1.0054480756				
220012	1.0042169390				
220015	0.9940101973				
220016	1.0041447214				
220017	0.9953101125				
220019	1.0012800935				
220020	1.0094165998				
220024	1.0071056394				
220029	1.0007023534				
220030	1.0031737971				
220031	1.0014864292				
220033	1.0009705899				
220035	1.0070574944				
220036	1.0003653383				
220046	0.9963486691				
220049	1.0009912234				
220052	1.0067342351				
220060	1.0001452469				
220063	0.9975041493				
220065	1.0117757052				
220066	0.9941408766				
220070	1.0040312368				
220071	1.0066585786				
220073	0.9996913082				
220074	1.0032471609				
220077	0.9993886824				
220080	1.0006610862				
220083	1.0060945943				
220084	1.0038936796				
220086	1.0022154822				
220088	1.0146002123				
220090	1.0047121447				
220095	0.9997394532				
220098	1.0000283233				
220100	1.0048084348				
220101	1.0120852088				
220105	1.0135089255				
220108	1.0038799239				
220110	1.0064935100				
220111	1.0024630851				
220116	1.0020916807				
220119	1.0148569857				
220126	0.9943816016				
220135	1.0045401983				
220163	1.0026900544				
220171	1.0052761291				
220175	0.9993267817				
220176	0.9988453316				
220177	1.0223676069				
230002	1.0016652535				
230003	1.0211639817				
230005	1.0095610348				
230015	1.0081648296				
230017	1.0007092312				
230019	1.0038180232				
230020	1.0043613740				
230021	0.9984670494				
230022	0.9940101973				
